relationship_id,subject_id,predicate,object_id,evidence_path,notes
REL-TX13-TRACE-VALIDATOR-USES-POLICY,SRC-VALIDATOR-TRACE-SEMANTICS,uses,SRC-CONFIG-CAPABILITY-MIGRATION,Sys4AI/configs/capability_migration.toml,Controlled policy preserves seven needs-evidence and 200 planned states and sets deterministic freshness limits.
REL-TX13-TESTS-VERIFY-VALIDATORS,SRC-TEST-TRACE-SEMANTICS,verifies,SRC-VALIDATOR-TRACE-SEMANTICS,Sys4AI/tests/test_trace_semantics.py,Focused positive and negative tests cover all five TX-12 handoff obligations and gap-count drift.
REL-TX13-CONFORMS-EXECUTION-SCHEMA,SRC-TX13-EXECUTION-TRANSACTION,conforms_to,SRC-SCHEMA-EXECUTION-TRANSACTION,Sys4AI/control_records/execution_transactions/TX-13-VALIDATORS.yaml,TX-13 uses the portable bounded execution contract and explicitly stops before TX-14.
REL-TX12-HANDOFF-SUPPORTS-TX13,SRC-HANDOFF-STRATEGIC-BASELINE-TX12,supports,SRC-TX13-EXECUTION-TRANSACTION,Sys4AI/control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX12-001.yaml,Consumed TX-12 handoff authorizes only the dependency-ready validator transaction.
REL-TX13-MEMORY-SUPPORTS-EXECUTION,SRC-MEMPREFLIGHT-STRATEGIC-BASELINE-TX13,supports,SRC-TX13-EXECUTION-TRANSACTION,Sys4AI/control_records/memory_preflights/MEMPREFLIGHT-TX-13-VALIDATORS-20260710T151414Z.yaml,Memory supported navigation while registered sources and live files decided validator requirements and authority.
REL-TX13-COMPLETION-CLOSES-EXECUTION,SRC-COMPLETION-STRATEGIC-BASELINE-TX13,closes,SRC-TX13-EXECUTION-TRANSACTION,Sys4AI/control_records/completions/RECEIPT-SFADEV-STRATEGIC-BASELINE-TX13-001.yaml,Machine-readable closeout binds focused tests aggregate validation unchanged trace data and next recommendation.
REL-TX13-HANDOFF-FOLLOWS-COMPLETION,SRC-HANDOFF-STRATEGIC-BASELINE-TX13,follows,SRC-COMPLETION-STRATEGIC-BASELINE-TX13,Sys4AI/control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX13-001.yaml,Portable handoff routes only to TX-14 controlled Phase 2 work.
REL-TX13-RECEIPT-DESCRIBES-COMPLETION,SRC-STRATEGIC-BASELINE-TX13-RECEIPT,describes,SRC-COMPLETION-STRATEGIC-BASELINE-TX13,implementation_plans/completion_receipts/CR-SFADEV-STRATEGIC-BASELINE-TX13-001.md,Human-readable receipt records validator coverage unchanged trace evidence explicit gaps and the TX-14-only boundary.
REL-TX13-RECEIPT-TRACES-PLAN,SRC-STRATEGIC-BASELINE-TX13-RECEIPT,implements_transaction_from,SRC-STRATEGIC-BASELINE-MIGRATION-PLAN,implementation_plans/completion_receipts/CR-SFADEV-STRATEGIC-BASELINE-TX13-001.md,Completion evidence closes TX-13 without beginning TX-14 or later work.
REL-P2-ADDENDUM-EXTENDS-P2,SRC-PRD-P2-STRATEGIC-BASELINE-ADDENDUM,extends,SRC-PRD-P2-WALKING-SKELETON,PRDs/Sys4AI_phase-2_strategic_baseline_addendum.md,Controlled addendum carries only the current Phase 2 strategic execution host pattern testing trace and package delta while preserving accepted evidence.
REL-P2-ADDENDUM-TRACES-P0,SRC-PRD-P2-STRATEGIC-BASELINE-ADDENDUM,traces_to,SRC-PRD-P0,PRDs/Sys4AI_phase-2_strategic_baseline_addendum.md,Addendum requirements retain exact upstream Phase 0 mappings.
REL-P2-ADDENDUM-TRACES-P1,SRC-PRD-P2-STRATEGIC-BASELINE-ADDENDUM,traces_to,SRC-PRD-P1,PRDs/Sys4AI_phase-2_strategic_baseline_addendum.md,Addendum requirements implement the accepted Phase 1 strategic host execution lifecycle pattern trace package and semantic baseline.
REL-P2-ADDENDUM-DERIVES-RDR,SRC-PRD-P2-STRATEGIC-BASELINE-ADDENDUM,derives_from,SRC-RDR-STRATEGIC-BASELINE-001,PRDs/Sys4AI_phase-2_strategic_baseline_addendum.md,Strategic migration discovery supplies candidate evidence while the accepted decision and G-06 task supply authority.
REL-P2-ADDENDUM-IMPLEMENTS-DECISION,SRC-PRD-P2-STRATEGIC-BASELINE-ADDENDUM,implements,SRC-DDR-STRATEGIC-BASELINE-001,PRDs/Sys4AI_phase-2_strategic_baseline_addendum.md,Addendum implements the selected controlled route without satisfying later human gates.
REL-PRD-README-INDEXES-P2-ADDENDUM,SRC-PRD-README,indexes,SRC-PRD-P2-STRATEGIC-BASELINE-ADDENDUM,PRDs/README.md,Controlled authority index identifies the addendum scope and preserved accepted Phase 2 authority.
REL-TX14-CONFORMS-EXECUTION-SCHEMA,SRC-TX14-EXECUTION-TRANSACTION,conforms_to,SRC-SCHEMA-EXECUTION-TRANSACTION,Sys4AI/control_records/execution_transactions/TX-14-PHASE2.yaml,TX-14 uses the portable bounded execution contract and stops before target-package implementation.
REL-TX13-HANDOFF-SUPPORTS-TX14,SRC-HANDOFF-STRATEGIC-BASELINE-TX13,supports,SRC-TX14-EXECUTION-TRANSACTION,Sys4AI/control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX13-001.yaml,Consumed TX-13 handoff authorizes only the controlled Phase 2 addendum transaction.
REL-TX14-MEMORY-SUPPORTS-EXECUTION,SRC-MEMPREFLIGHT-STRATEGIC-BASELINE-TX14,supports,SRC-TX14-EXECUTION-TRANSACTION,Sys4AI/control_records/memory_preflights/MEMPREFLIGHT-TX-14-PHASE2-20260710T155212Z.yaml,Memory supported navigation while registered sources and live Git evidence determined authority and preservation.
REL-PRD-VALIDATOR-VALIDATES-P2-ADDENDUM,SRC-VALIDATOR-PRD-SEMANTICS,validates,SRC-PRD-P2-STRATEGIC-BASELINE-ADDENDUM,Sys4AI/sys_for_ai/prd_semantics.py,Focused semantic validation enforces all required addendum families and the structural limitation boundary.
REL-TX14-TRACE-ROWS-TRACE-ADDENDUM,SRC-REG-REQ-TRACE,traces_to,SRC-PRD-P2-STRATEGIC-BASELINE-ADDENDUM,Sys4AI/registries/requirement_trace_registry.csv,Thirteen reviewed generalized rows map addendum requirements upstream without duplicating Phase 0 coverage.
REL-TX14-COMPLETION-CLOSES-EXECUTION,SRC-COMPLETION-STRATEGIC-BASELINE-TX14,closes,SRC-TX14-EXECUTION-TRANSACTION,Sys4AI/control_records/completions/RECEIPT-SFADEV-STRATEGIC-BASELINE-TX14-001.yaml,Machine-readable closeout binds addendum acceptance preservation validation and next recommendation.
REL-TX14-HANDOFF-FOLLOWS-COMPLETION,SRC-HANDOFF-STRATEGIC-BASELINE-TX14,follows,SRC-COMPLETION-STRATEGIC-BASELINE-TX14,Sys4AI/control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX14-001.yaml,Portable handoff routes only to TX-15 target-package implementation.
REL-TX14-RECEIPT-DESCRIBES-COMPLETION,SRC-STRATEGIC-BASELINE-TX14-RECEIPT,describes,SRC-COMPLETION-STRATEGIC-BASELINE-TX14,implementation_plans/completion_receipts/CR-SFADEV-STRATEGIC-BASELINE-TX14-001.md,Human-readable receipt records controlled scope protected hashes trace preservation and the TX-15-only boundary.
REL-TX14-RECEIPT-TRACES-PLAN,SRC-STRATEGIC-BASELINE-TX14-RECEIPT,implements_transaction_from,SRC-STRATEGIC-BASELINE-MIGRATION-PLAN,implementation_plans/completion_receipts/CR-SFADEV-STRATEGIC-BASELINE-TX14-001.md,Completion evidence closes TX-14 without beginning target-package or later work.
REL-TARGET-PACKAGE-CONFORMS-SCHEMA,SRC-EXAMPLE-REPO-STEWARD-PACKAGE,conforms_to,SRC-SCHEMA-TARGET-SYSTEM-PACKAGE,Sys4AI/examples/target_systems/repo_steward_agent_package/target-system-manifest.yaml,Derivative smoke package binds strategic approval pattern host execution trace hash validation and authority fields to the generic manifest contract.
REL-TARGET-PACKAGE-VALIDATOR-USES-SCHEMA,SRC-TARGET-PACKAGE-VALIDATOR,uses,SRC-SCHEMA-TARGET-SYSTEM-PACKAGE,Sys4AI/sys_for_ai/target_package.py,Focused semantics extend the registered schema with pointer hash strategic approval pattern host execution trace and boundary checks.
REL-TARGET-PACKAGE-TESTS-VERIFY-SCHEMA,SRC-TEST-TARGET-PACKAGE,verifies,SRC-SCHEMA-TARGET-SYSTEM-PACKAGE,Sys4AI/tests/test_target_package.py,Positive and mandatory negative tests prove generic target IDs and fail-closed package contract enforcement.
REL-TARGET-PACKAGE-IMPLEMENTS-P2-ADDENDUM,SRC-EXAMPLE-REPO-STEWARD-PACKAGE,implements_requirements_from,SRC-PRD-P2-STRATEGIC-BASELINE-ADDENDUM,Sys4AI/examples/target_systems/repo_steward_agent_package,Package implements SFA-P2-ADD-PACKAGE-001 and package-summary evidence for SFA-P2-ADD-SEM-001 while walking-skeleton flow requirements remain not run.
REL-TARGET-PACKAGE-SCHEMA-IMPLEMENTS-P1,SRC-SCHEMA-TARGET-SYSTEM-PACKAGE,implements_requirements_from,SRC-PRD-P1,Sys4AI/schemas/contracts/target_system_package_manifest.schema.json,Contract implements strategic package pattern maturity host execution trace hash and validation obligations without granting target or production authority.
REL-TX15-CONFORMS-EXECUTION-SCHEMA,SRC-TX15-EXECUTION-TRANSACTION,conforms_to,SRC-SCHEMA-EXECUTION-TRANSACTION,Sys4AI/control_records/execution_transactions/TX-15-TARGET-PACKAGE.yaml,TX-15 uses the portable bounded execution contract and stops before walking-skeleton implementation.
REL-TX14-HANDOFF-SUPPORTS-TX15,SRC-HANDOFF-STRATEGIC-BASELINE-TX14,supports,SRC-TX15-EXECUTION-TRANSACTION,Sys4AI/control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX14-001.yaml,Consumed TX-14 handoff authorizes only target-package schema example validator and test work.
REL-TX15-MEMORY-SUPPORTS-EXECUTION,SRC-MEMPREFLIGHT-STRATEGIC-BASELINE-TX15,supports,SRC-TX15-EXECUTION-TRANSACTION,Sys4AI/control_records/memory_preflights/MEMPREFLIGHT-TX-15-TARGET-PACKAGE-20260710T165733Z.yaml,Memory supported navigation while registered sources and live Git evidence determined scope and freshness.
REL-TARGET-PACKAGE-VALIDATOR-VALIDATES-EXAMPLE,SRC-TARGET-PACKAGE-VALIDATOR,validates,SRC-EXAMPLE-REPO-STEWARD-PACKAGE,Sys4AI/sys_for_ai/target_package.py,Generic validator enforces manifest strategic approval hash pattern host execution trace and derivative boundaries on the smoke example.
REL-TX15-TRACE-ROWS-VERIFY-PACKAGE,SRC-REG-REQ-TRACE,verifies,SRC-EXAMPLE-REPO-STEWARD-PACKAGE,Sys4AI/registries/requirement_trace_registry.csv,Only package and semantic addendum rows advance to pass while eleven additive rows and all TX-12 gaps remain explicit.
REL-TX15-COMPLETION-CLOSES-EXECUTION,SRC-COMPLETION-STRATEGIC-BASELINE-TX15,closes,SRC-TX15-EXECUTION-TRANSACTION,Sys4AI/control_records/completions/RECEIPT-SFADEV-STRATEGIC-BASELINE-TX15-001.yaml,Machine-readable closeout binds contract example negative tests trace preservation validation and next recommendation.
REL-TX15-HANDOFF-FOLLOWS-COMPLETION,SRC-HANDOFF-STRATEGIC-BASELINE-TX15,follows,SRC-COMPLETION-STRATEGIC-BASELINE-TX15,Sys4AI/control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX15-001.yaml,Portable handoff routes only to TX-16 walking-skeleton work.
REL-TX15-RECEIPT-DESCRIBES-COMPLETION,SRC-STRATEGIC-BASELINE-TX15-RECEIPT,describes,SRC-COMPLETION-STRATEGIC-BASELINE-TX15,implementation_plans/completion_receipts/CR-SFADEV-STRATEGIC-BASELINE-TX15-001.md,Human-readable receipt records generic package validation trace preservation open gates and rollback.
REL-TX15-RECEIPT-TRACES-PLAN,SRC-STRATEGIC-BASELINE-TX15-RECEIPT,implements_transaction_from,SRC-STRATEGIC-BASELINE-MIGRATION-PLAN,implementation_plans/completion_receipts/CR-SFADEV-STRATEGIC-BASELINE-TX15-001.md,Completion evidence closes TX-15 without beginning walking-skeleton or later work.
REL-TX17-SAFETY-PACKET-IMPLEMENTS-P1,SRC-SAFETY-EVALUATION-PACKET-TX17,implements_requirements_from,SRC-PRD-P1,Sys4AI/assurance/meta_agent_self_change_safety_evaluation.yaml,Packet implements SELF-001 and SELF-002 plus exact permission lifecycle status and production-gate obligations without claiming human acceptance.
REL-TX17-SAFETY-PACKET-IMPLEMENTS-P2,SRC-SAFETY-EVALUATION-PACKET-TX17,implements_requirements_from,SRC-PRD-P2-STRATEGIC-BASELINE-ADDENDUM,Sys4AI/assurance/meta_agent_self_change_safety_evaluation.yaml,Packet adds threat evaluation rollback and operations evidence while preserving the validated-prototype ceiling.
REL-TX17-SAFETY-PACKET-IMPLEMENTS-DECISION,SRC-SAFETY-EVALUATION-PACKET-TX17,implements,SRC-DDR-STRATEGIC-BASELINE-001,Sys4AI/assurance/meta_agent_self_change_safety_evaluation.yaml,Packet enforces human-reserved decisions reflection depth one and no implicit permission expansion.
REL-TX17-SAFETY-PACKET-CONFORMS-SCHEMA,SRC-SAFETY-EVALUATION-PACKET-TX17,conforms_to,SRC-SCHEMA-SELF-CHANGE-SAFETY-EVALUATION,Sys4AI/assurance/meta_agent_self_change_safety_evaluation.yaml,Integrated packet supplies all seven assurance sections and explicit limitations.
REL-TX17-HOLDOUTS-CONFORM-SCHEMA,SRC-HOLDOUT-SUITE-SELF-CHANGE-TX17,conforms_to,SRC-SCHEMA-SELF-CHANGE-HOLDOUT-SUITE,Sys4AI/assurance/holdouts/meta_agent_self_change_holdouts.yaml,Holdouts supply immutable thresholds defaults scenarios expected outcomes and nonconfidential protection metadata.
REL-TX17-SAFETY-PACKET-PROTECTS-HOLDOUTS,SRC-SAFETY-EVALUATION-PACKET-TX17,protects,SRC-HOLDOUT-SUITE-SELF-CHANGE-TX17,Sys4AI/assurance/meta_agent_self_change_safety_evaluation.yaml,Packet records the exact holdout digest count mutation authority rotation trigger and target-actor prohibition.
REL-TX17-VALIDATOR-VALIDATES-PACKET,SRC-VALIDATOR-SAFETY-EVALUATION,validates,SRC-SAFETY-EVALUATION-PACKET-TX17,Sys4AI/sys_for_ai/safety_evaluation.py,Validator checks schema semantics assurance gaps protected baselines role bindings trace counts and open gates.
REL-TX17-VALIDATOR-EVALUATES-HOLDOUTS,SRC-VALIDATOR-SAFETY-EVALUATION,evaluates,SRC-HOLDOUT-SUITE-SELF-CHANGE-TX17,Sys4AI/sys_for_ai/safety_evaluation.py,Evaluator requires exact results all-scenario pass and zero unexpected accepts.
REL-TX17-TESTS-VERIFY-VALIDATOR,SRC-TEST-SAFETY-EVALUATION,verifies,SRC-VALIDATOR-SAFETY-EVALUATION,Sys4AI/tests/test_safety_evaluation.py,Tests exercise permissions self-approval evaluator integrity reflection isolation hostile input rollback production and drift failures.
REL-TX17-CONFORMS-EXECUTION-SCHEMA,SRC-TX17-EXECUTION-TRANSACTION,conforms_to,SRC-SCHEMA-EXECUTION-TRANSACTION,Sys4AI/control_records/execution_transactions/TX-17-SAFETY-EVALUATION.yaml,TX-17 uses the portable bounded execution contract and stops before accountable human acceptance.
REL-TX16-HANDOFF-SUPPORTS-TX17,SRC-HANDOFF-STRATEGIC-BASELINE-TX16,supports,SRC-TX17-EXECUTION-TRANSACTION,Sys4AI/control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX16-001.yaml,Consumed TX-16 handoff authorizes only the bounded safety evaluation packet.
REL-TX17-MEMORY-SUPPORTS-EXECUTION,SRC-MEMPREFLIGHT-STRATEGIC-BASELINE-TX17,supports,SRC-TX17-EXECUTION-TRANSACTION,Sys4AI/control_records/memory_preflights/MEMPREFLIGHT-TX-17-SAFETY-EVALUATION-20260710T175106Z.yaml,Memory supplied navigation while live registered authority and Git state controlled scope.
REL-TX17-TRACE-VERIFIES-SAFETY,SRC-REG-REQ-TRACE,verifies,SRC-SAFETY-EVALUATION-PACKET-TX17,Sys4AI/registries/requirement_trace_registry.csv,The additive Phase 2 safety row records exact TX-17 evidence while all reviewed TX-12 state counts remain unchanged.
REL-TX17-COMPLETION-CLOSES-EXECUTION,SRC-COMPLETION-STRATEGIC-BASELINE-TX17,closes,SRC-TX17-EXECUTION-TRANSACTION,Sys4AI/control_records/completions/RECEIPT-SFADEV-STRATEGIC-BASELINE-TX17-001.yaml,Machine-readable closeout binds safety contracts holdouts roles trace preservation residual gaps and the human gate.
REL-TX17-HANDOFF-FOLLOWS-COMPLETION,SRC-HANDOFF-STRATEGIC-BASELINE-TX17,follows,SRC-COMPLETION-STRATEGIC-BASELINE-TX17,Sys4AI/control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX17-001.yaml,Human-gated handoff routes only to TX-18 accountable review and implies no approval.
REL-TX17-RECEIPT-DESCRIBES-COMPLETION,SRC-STRATEGIC-BASELINE-TX17-RECEIPT,describes,SRC-COMPLETION-STRATEGIC-BASELINE-TX17,implementation_plans/completion_receipts/CR-SFADEV-STRATEGIC-BASELINE-TX17-001.md,Human-readable receipt records threat evaluation holdouts roles limitations rollback and open gates.
REL-TX17-RECEIPT-TRACES-PLAN,SRC-STRATEGIC-BASELINE-TX17-RECEIPT,implements_transaction_from,SRC-STRATEGIC-BASELINE-MIGRATION-PLAN,implementation_plans/completion_receipts/CR-SFADEV-STRATEGIC-BASELINE-TX17-001.md,Completion evidence closes TX-17 without beginning or accepting TX-18 or later work.
REL-DDR-G08-IMPLEMENTS-PLAN-GATE,SRC-DDR-STRATEGIC-BASELINE-G08-001,implements_gate,SRC-STRATEGIC-BASELINE-MIGRATION-PLAN,Sys4AI/control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-G08-001.yaml,Direct human decision accepts G-08 for the exact Sys4AI vision and eight core values without satisfying later gates.
REL-DDR-G08-APPROVES-P0-STRATEGIC-CONTENT,SRC-DDR-STRATEGIC-BASELINE-G08-001,approves_strategic_content_in,SRC-PRD-P0,Sys4AI/control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-G08-001.yaml,Decision advances SFA-VISION-001 and SFA-VALUE-001 through 008 to approved version 1.0 and activates their requirement family.
REL-DDR-G08-SUPPORTED-BY-TX17-SAFETY,SRC-DDR-STRATEGIC-BASELINE-G08-001,supported_by,SRC-SAFETY-EVALUATION-PACKET-TX17,Sys4AI/control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-G08-001.yaml,TX-17 supplies bounded threat permission evaluation assurance rollback and operations evidence with explicit residual gaps.
REL-DDR-G08-SUPPORTED-BY-TX17-HOLDOUTS,SRC-DDR-STRATEGIC-BASELINE-G08-001,supported_by,SRC-HOLDOUT-SUITE-SELF-CHANGE-TX17,Sys4AI/control_records/director_decisions/DDR-SFADEV-STRATEGIC-BASELINE-G08-001.yaml,All 24 protected local holdouts passed while confidentiality and external independence remain unclaimed.
REL-TX18-CONFORMS-EXECUTION-SCHEMA,SRC-TX18-EXECUTION-TRANSACTION,conforms_to,SRC-SCHEMA-EXECUTION-TRANSACTION,Sys4AI/control_records/execution_transactions/TX-18-HUMAN-APPROVAL.yaml,TX-18 uses the portable bounded execution contract and stops before TX-19 derivative regeneration.
REL-TX17-HANDOFF-SUPPORTS-TX18,SRC-HANDOFF-STRATEGIC-BASELINE-TX17,supports,SRC-TX18-EXECUTION-TRANSACTION,Sys4AI/control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX17-001.yaml,Consumed TX-17 human-gated handoff authorizes only accountable TX-18 review.
REL-TX18-MEMORY-SUPPORTS-EXECUTION,SRC-MEMPREFLIGHT-STRATEGIC-BASELINE-TX18,supports,SRC-TX18-EXECUTION-TRANSACTION,Sys4AI/control_records/memory_preflights/MEMPREFLIGHT-TX-18-HUMAN-APPROVAL-20260710T184803Z.yaml,Memory supplied navigation while live plan PRD handoff safety decision and registries controlled scope.
REL-TX18-COMPLETION-CLOSES-EXECUTION,SRC-COMPLETION-STRATEGIC-BASELINE-TX18,closes,SRC-TX18-EXECUTION-TRANSACTION,Sys4AI/control_records/completions/RECEIPT-SFADEV-STRATEGIC-BASELINE-TX18-001.yaml,Machine-readable closeout binds G-08 approval protected evidence unchanged trace gaps and the TX-19-only route.
REL-TX18-HANDOFF-FOLLOWS-COMPLETION,SRC-HANDOFF-STRATEGIC-BASELINE-TX18,follows,SRC-COMPLETION-STRATEGIC-BASELINE-TX18,Sys4AI/control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX18-001.yaml,Portable handoff routes only to TX-19 after shared-baseline publication.
REL-TX18-RECEIPT-DESCRIBES-COMPLETION,SRC-STRATEGIC-BASELINE-TX18-RECEIPT,describes,SRC-COMPLETION-STRATEGIC-BASELINE-TX18,implementation_plans/completion_receipts/CR-SFADEV-STRATEGIC-BASELINE-TX18-001.md,Human-readable receipt records approval scope limitations supersession protected evidence and later-gate boundaries.
REL-TX18-RECEIPT-TRACES-PLAN,SRC-STRATEGIC-BASELINE-TX18-RECEIPT,implements_transaction_from,SRC-STRATEGIC-BASELINE-MIGRATION-PLAN,implementation_plans/completion_receipts/CR-SFADEV-STRATEGIC-BASELINE-TX18-001.md,Completion evidence closes TX-18 without beginning TX-19 or satisfying G-07 or G-10.
REL-TX19-CONFORMS-EXECUTION-SCHEMA,SRC-TX19-EXECUTION-TRANSACTION,conforms_to,SRC-SCHEMA-EXECUTION-TRANSACTION,Sys4AI/control_records/execution_transactions/TX-19-MODULES.yaml,TX-19 uses the portable bounded execution contract and stops before TX-20 generated-reader work.
REL-TX18-HANDOFF-SUPPORTS-TX19,SRC-HANDOFF-STRATEGIC-BASELINE-TX18,supports,SRC-TX19-EXECUTION-TRANSACTION,Sys4AI/control_records/handoffs/HANDOFF-SFADEV-STRATEGIC-BASELINE-TX18-001.yaml,Consumed TX-18 handoff authorizes only twelve-module derivative regeneration with protected baselines unchanged.
REL-TX19-MEMORY-SUPPORTS-EXECUTION,SRC-MEMPREFLIGHT-STRATEGIC-BASELINE-TX19,supports,SRC-TX19-EXECUTION-TRANSACTION,Sys4AI/control_records/memory_preflights/MEMPREFLIGHT-TX-19-MODULES-20260710T193535Z.yaml,Memory supplied navigation while the live plan handoff decisions and registered sources controlled scope.
REL-TX19-MODULE-INIT-DISCOVERY-DERIVES-P2-ADDENDUM,SRC-PRD-MODULE-INIT-DISCOVERY,derives_from,SRC-PRD-P2-STRATEGIC-BASELINE-ADDENDUM,PRDs/modules/Sys4AI_init_and_discovery_prd.md,TX-19 regeneration adds accepted strategic addendum provenance while the module remains noncanonical.
REL-TX19-MODULE-INIT-DISCOVERY-SUPPORTED-BY-G08,SRC-PRD-MODULE-INIT-DISCOVERY,supported_by,SRC-DDR-STRATEGIC-BASELINE-G08-001,PRDs/modules/Sys4AI_init_and_discovery_prd.md,G-08 supplies current vision and values approval status without promoting the derivative module.
REL-TX19-MODULE-AGENTJOB-CONTINUE-DERIVES-P2-ADDENDUM,SRC-PRD-MODULE-AGENTJOB-CONTINUE,derives_from,SRC-PRD-P2-STRATEGIC-BASELINE-ADDENDUM,PRDs/modules/Sys4AI_agentjob_and_continue_prd.md,TX-19 regeneration maps the retained historical module ID to portable bounded execution without restoring AgentJob semantics.
REL-TX19-MODULE-AGENTJOB-CONTINUE-SUPPORTED-BY-G08,SRC-PRD-MODULE-AGENTJOB-CONTINUE,supported_by,SRC-DDR-STRATEGIC-BASELINE-G08-001,PRDs/modules/Sys4AI_agentjob_and_continue_prd.md,G-08 is preserved as strategic approval evidence and grants no execution permission.
REL-TX19-MODULE-AGENTJOB-CONTINUE-SUPPORTED-BY-G02,SRC-PRD-MODULE-AGENTJOB-CONTINUE,supported_by,SRC-DDR-STRATEGIC-BASELINE-001,PRDs/modules/Sys4AI_agentjob_and_continue_prd.md,G-02 controls the harness-neutral ExecutionTransaction mapping and retired legacy semantics.
REL-TX19-MODULE-SOURCE-FIRST-MEMORY-DERIVES-P2-ADDENDUM,SRC-PRD-MODULE-SOURCE-FIRST-MEMORY,derives_from,SRC-PRD-P2-STRATEGIC-BASELINE-ADDENDUM,PRDs/modules/Sys4AI_source_first_memory_prd.md,TX-19 regeneration adds accepted strategic addendum provenance while the module remains noncanonical.
REL-TX19-MODULE-SOURCE-FIRST-MEMORY-SUPPORTED-BY-G08,SRC-PRD-MODULE-SOURCE-FIRST-MEMORY,supported_by,SRC-DDR-STRATEGIC-BASELINE-G08-001,PRDs/modules/Sys4AI_source_first_memory_prd.md,G-08 approval is source-backed state that memory may retrieve but never replace.
REL-TX19-MODULE-SYSTEM-LAYERS-DERIVES-P2-ADDENDUM,SRC-PRD-MODULE-SYSTEM-LAYERS-SELF-HOSTING,derives_from,SRC-PRD-P2-STRATEGIC-BASELINE-ADDENDUM,PRDs/modules/Sys4AI_system_layers_and_self_hosting_prd.md,TX-19 regeneration adds accepted strategic addendum provenance while the module remains noncanonical.
REL-TX19-MODULE-SYSTEM-LAYERS-SUPPORTED-BY-G08,SRC-PRD-MODULE-SYSTEM-LAYERS-SELF-HOSTING,supported_by,SRC-DDR-STRATEGIC-BASELINE-G08-001,PRDs/modules/Sys4AI_system_layers_and_self_hosting_prd.md,G-08 approval does not alter framework runtime host target or derivative layer authority.
REL-TX19-MODULE-ROLE-GOVERNANCE-DERIVES-P2-ADDENDUM,SRC-PRD-MODULE-ROLE-GOVERNANCE,derives_from,SRC-PRD-P2-STRATEGIC-BASELINE-ADDENDUM,PRDs/modules/Sys4AI_role_governance_prd.md,TX-19 regeneration adds accepted strategic addendum provenance while the module remains noncanonical.
REL-TX19-MODULE-ROLE-GOVERNANCE-SUPPORTED-BY-G08,SRC-PRD-MODULE-ROLE-GOVERNANCE,supported_by,SRC-DDR-STRATEGIC-BASELINE-G08-001,PRDs/modules/Sys4AI_role_governance_prd.md,G-08 preserves accountable human approval and separation-of-duties boundaries.
REL-TX19-MODULE-SKILL-LIFECYCLE-DERIVES-P2-ADDENDUM,SRC-PRD-MODULE-SKILL-LIFECYCLE,derives_from,SRC-PRD-P2-STRATEGIC-BASELINE-ADDENDUM,PRDs/modules/Sys4AI_skill_lifecycle_prd.md,TX-19 regeneration adds accepted strategic addendum provenance while the module remains noncanonical.
REL-TX19-MODULE-SKILL-LIFECYCLE-SUPPORTED-BY-G08,SRC-PRD-MODULE-SKILL-LIFECYCLE,supported_by,SRC-DDR-STRATEGIC-BASELINE-G08-001,PRDs/modules/Sys4AI_skill_lifecycle_prd.md,G-08 does not activate a candidate facilitation skill or bypass promotion.
REL-TX19-MODULE-VALIDATION-DERIVES-P2-ADDENDUM,SRC-PRD-MODULE-VALIDATION-TRACEABILITY,derives_from,SRC-PRD-P2-STRATEGIC-BASELINE-ADDENDUM,PRDs/modules/Sys4AI_validation_and_traceability_prd.md,TX-19 regeneration adds accepted strategic addendum provenance while the module remains noncanonical.
REL-TX19-MODULE-VALIDATION-SUPPORTED-BY-G08,SRC-PRD-MODULE-VALIDATION-TRACEABILITY,supported_by,SRC-DDR-STRATEGIC-BASELINE-G08-001,PRDs/modules/Sys4AI_validation_and_traceability_prd.md,G-08 supplies approval evidence without collapsing coverage capability verification or operational state.
REL-TX19-MODULE-TARGET-GENERATION-DERIVES-P2-ADDENDUM,SRC-PRD-MODULE-TARGET-SYSTEM-GENERATION,derives_from,SRC-PRD-P2-STRATEGIC-BASELINE-ADDENDUM,PRDs/modules/Sys4AI_target_system_generation_prd.md,TX-19 regeneration adds accepted strategic addendum package obligations while the module remains noncanonical.
REL-TX19-MODULE-TARGET-GENERATION-SUPPORTED-BY-G08,SRC-PRD-MODULE-TARGET-SYSTEM-GENERATION,supported_by,SRC-DDR-STRATEGIC-BASELINE-G08-001,PRDs/modules/Sys4AI_target_system_generation_prd.md,Sys4AI product approval does not imply target strategic approval domain truth or production readiness.
